file_names,steering,throttle,Angles,Norm_angles
02_09__23_41_17_87.jpg,1737,1531,21.91,0.68
02_09__23_41_17_98.jpg,1755,1531,23.48,0.73
02_09__23_41_18_08.jpg,1753,1531,23.3,0.73
02_09__23_41_18_18.jpg,1735,1531,21.74,0.68
02_09__23_41_18_29.jpg,1725,1531,20.87,0.65
02_09__23_41_18_39.jpg,1664,1530,15.57,0.48
02_09__23_41_18_39.jpg,1639,1531,13.39,0.4
02_09__23_41_18_50.jpg,1632,1536,12.78,0.38
02_09__23_41_18_60.jpg,1632,1537,12.78,0.38
02_09__23_41_18_71.jpg,1644,1537,13.83,0.42
02_09__23_41_18_81.jpg,1667,1538,15.83,0.48
02_09__23_41_18_81.jpg,1677,1538,16.7,0.51
02_09__23_41_18_92.jpg,1678,1538,16.78,0.51
02_09__23_41_19_02.jpg,1676,1537,16.61,0.51
02_09__23_41_19_12.jpg,1673,1537,16.35,0.5
02_09__23_41_19_22.jpg,1661,1531,15.3,0.47
02_09__23_41_19_33.jpg,1619,1530,11.65,0.35
02_09__23_41_19_33.jpg,1615,1530,11.3,0.34
02_09__23_41_19_43.jpg,1548,1530,5.48,0.14
02_09__23_41_19_54.jpg,1535,1529,4.35,0.11
02_09__23_41_19_64.jpg,1554,1529,6,0.16
02_09__23_41_19_75.jpg,1583,1529,8.52,0.24
02_09__23_41_19_75.jpg,1589,1529,9.04,0.26
02_09__23_41_19_85.jpg,1624,1529,12.09,0.36
02_09__23_41_19_96.jpg,1639,1529,13.39,0.4
02_09__23_41_20_06.jpg,1658,1535,15.04,0.46
02_09__23_41_20_16.jpg,1665,1535,15.65,0.48
02_09__23_41_20_27.jpg,1665,1535,15.65,0.48
02_09__23_41_20_27.jpg,1666,1535,15.74,0.48
02_09__23_41_20_37.jpg,1665,1535,15.65,0.48
02_09__23_41_20_48.jpg,1666,1535,15.74,0.48
02_09__23_41_20_58.jpg,1665,1535,15.65,0.48
02_09__23_41_20_68.jpg,1663,1535,15.48,0.47
02_09__23_41_20_79.jpg,1662,1536,15.39,0.47
02_09__23_41_20_79.jpg,1658,1529,15.04,0.46
02_09__23_41_20_89.jpg,1658,1530,15.04,0.46
02_09__23_41_21_00.jpg,1660,1530,15.22,0.46
02_09__23_41_21_10.jpg,1629,1530,12.52,0.38
02_09__23_41_21_20.jpg,1597,1530,9.74,0.28
02_09__23_41_21_20.jpg,1583,1530,8.52,0.24
02_09__23_41_21_31.jpg,1555,1530,6.09,0.16
02_09__23_41_21_41.jpg,1552,1530,5.83,0.16
02_09__23_41_21_52.jpg,1553,1530,5.91,0.16
02_09__23_41_21_62.jpg,1560,1530,6.52,0.18
02_09__23_41_21_73.jpg,1568,1536,7.22,0.2
02_09__23_41_21_73.jpg,1571,1536,7.48,0.21
02_09__23_41_21_83.jpg,1579,1535,8.17,0.23
02_09__23_41_21_93.jpg,1580,1535,8.26,0.24
02_09__23_41_22_04.jpg,1592,1535,9.3,0.27
02_09__23_41_22_14.jpg,1607,1534,10.61,0.31
02_09__23_41_22_25.jpg,1609,1534,10.78,0.32
02_09__23_41_22_25.jpg,1612,1534,11.04,0.33
02_09__23_41_22_35.jpg,1627,1528,12.35,0.37
02_09__23_41_22_45.jpg,1669,1528,16,0.49
02_09__23_41_22_56.jpg,1687,1528,17.57,0.54
02_09__23_41_22_66.jpg,1698,1528,18.52,0.57
02_09__23_41_22_77.jpg,1704,1528,19.04,0.59
02_09__23_41_22_77.jpg,1723,1528,20.7,0.64
02_09__23_41_22_87.jpg,1723,1528,20.7,0.64
02_09__23_41_22_98.jpg,1721,1528,20.52,0.64
02_09__23_41_23_08.jpg,1705,1551,19.13,0.59
02_09__23_41_23_18.jpg,1685,1534,17.39,0.53
02_09__23_41_23_28.jpg,1667,1534,15.83,0.48
02_09__23_41_23_39.jpg,1660,1534,15.22,0.46
02_09__23_41_23_39.jpg,1659,1534,15.13,0.46
02_09__23_41_23_49.jpg,1661,1534,15.3,0.47
02_09__23_41_23_60.jpg,1647,1529,14.09,0.43
02_09__23_41_23_70.jpg,1637,1529,13.22,0.4
02_09__23_41_23_70.jpg,1637,1529,13.22,0.4
02_09__23_41_23_81.jpg,1631,1529,12.7,0.38
02_09__23_41_23_91.jpg,1623,1529,12,0.36
02_09__23_41_24_01.jpg,1621,1529,11.83,0.35
02_09__23_41_24_12.jpg,1621,1529,11.83,0.35
02_09__23_41_24_22.jpg,1626,1529,12.26,0.37
02_09__23_41_24_22.jpg,1638,1529,13.3,0.4
02_09__23_41_24_33.jpg,1635,1535,13.04,0.39
02_09__23_41_24_43.jpg,1635,1535,13.04,0.39
02_09__23_41_24_53.jpg,1634,1535,12.96,0.39
02_09__23_41_24_64.jpg,1634,1535,12.96,0.39
02_09__23_41_24_75.jpg,1633,1535,12.87,0.39
02_09__23_41_24_75.jpg,1633,1535,12.87,0.39
02_09__23_41_24_85.jpg,1630,1535,12.61,0.38
02_09__23_41_24_95.jpg,1628,1535,12.43,0.37
02_09__23_41_25_06.jpg,1626,1535,12.26,0.37
02_09__23_41_25_16.jpg,1622,1529,11.91,0.36
02_09__23_41_25_27.jpg,1614,1529,11.22,0.33
02_09__23_41_25_27.jpg,1609,1529,10.78,0.32
02_09__23_41_25_37.jpg,1613,1529,11.13,0.33
02_09__23_41_25_47.jpg,1613,1529,11.13,0.33
02_09__23_41_25_58.jpg,1610,1529,10.87,0.32
02_09__23_41_25_69.jpg,1603,1529,10.26,0.3
02_09__23_41_25_79.jpg,1589,1530,9.04,0.26
02_09__23_41_25_79.jpg,1584,1531,8.61,0.25
02_09__23_41_25_89.jpg,1582,1532,8.43,0.24
02_09__23_41_26_00.jpg,1567,1538,7.13,0.2
02_09__23_41_26_10.jpg,1562,1537,6.7,0.18
02_09__23_41_26_21.jpg,1558,1538,6.35,0.17
02_09__23_41_26_21.jpg,1549,1538,5.57,0.15
02_09__23_41_26_57.jpg,1546,1539,5.3,0.14
02_09__23_41_26_57.jpg,1539,1539,4.7,0.12
02_09__23_41_26_57.jpg,1529,1539,3.83,0.09
02_09__23_41_26_73.jpg,1524,1538,3.39,0.08
02_09__23_41_26_73.jpg,1525,1531,3.48,0.08
02_09__23_41_26_83.jpg,1545,1530,5.22,0.14
02_09__23_41_26_93.jpg,1546,1528,5.3,0.14
02_09__23_41_27_04.jpg,1530,1528,3.91,0.09
02_09__23_41_27_14.jpg,1486,1528,0.09,-0.03
02_09__23_41_27_25.jpg,1477,1528,-0.7,-0.06
02_09__23_41_27_25.jpg,1478,1528,-0.61,-0.06
02_09__23_41_27_35.jpg,1478,1528,-0.61,-0.06
02_09__23_41_27_45.jpg,1476,1528,-0.78,-0.06
02_09__23_41_27_56.jpg,1460,1528,-2.17,-0.11
02_09__23_41_27_66.jpg,1447,1528,-3.3,-0.14
02_09__23_41_27_77.jpg,1439,1528,-4,-0.17
02_09__23_41_27_77.jpg,1421,1534,-5.57,-0.22
02_09__23_41_27_87.jpg,1400,1534,-7.39,-0.28
02_09__23_41_27_97.jpg,1402,1534,-7.22,-0.27
02_09__23_41_28_08.jpg,1405,1534,-6.96,-0.26
02_09__23_41_28_18.jpg,1404,1534,-7.04,-0.27
02_09__23_41_28_18.jpg,1420,1534,-5.65,-0.22
02_09__23_41_28_29.jpg,1444,1534,-3.57,-0.15
02_09__23_41_28_39.jpg,1454,1534,-2.7,-0.12
02_09__23_41_28_49.jpg,1474,1528,-0.96,-0.07
02_09__23_41_28_60.jpg,1476,1528,-0.78,-0.06
02_09__23_41_28_60.jpg,1475,1528,-0.87,-0.06
02_09__23_41_28_70.jpg,1476,1528,-0.78,-0.06
02_09__23_41_28_81.jpg,1476,1528,-0.78,-0.06
02_09__23_41_28_91.jpg,1476,1529,-0.78,-0.06
02_09__23_41_29_01.jpg,1476,1529,-0.78,-0.06
02_09__23_41_29_12.jpg,1476,1529,-0.78,-0.06
02_09__23_41_29_22.jpg,1477,1552,-0.7,-0.06
02_09__23_41_29_22.jpg,1470,1536,-1.3,-0.08
02_09__23_41_29_33.jpg,1472,1534,-1.13,-0.07
02_09__23_41_29_43.jpg,1472,1534,-1.13,-0.07
02_09__23_41_29_54.jpg,1472,1534,-1.13,-0.07
02_09__23_41_29_64.jpg,1478,1530,-0.61,-0.06
02_09__23_41_29_74.jpg,1478,1528,-0.61,-0.06
02_09__23_41_29_74.jpg,1478,1528,-0.61,-0.06
02_09__23_41_29_85.jpg,1478,1528,-0.61,-0.06
02_09__23_41_29_95.jpg,1477,1528,-0.7,-0.06
02_09__23_41_30_05.jpg,1478,1527,-0.61,-0.06
02_09__23_41_30_16.jpg,1478,1527,-0.61,-0.06
02_09__23_41_30_26.jpg,1478,1527,-0.61,-0.06
02_09__23_41_30_26.jpg,1478,1527,-0.61,-0.06
02_09__23_41_30_37.jpg,1478,1527,-0.61,-0.06
02_09__23_41_30_47.jpg,1471,1533,-1.22,-0.08
02_09__23_41_30_58.jpg,1472,1533,-1.13,-0.07
02_09__23_41_30_68.jpg,1471,1533,-1.22,-0.08
02_09__23_41_30_79.jpg,1472,1533,-1.13,-0.07
02_09__23_41_30_79.jpg,1472,1533,-1.13,-0.07
02_09__23_41_30_89.jpg,1471,1533,-1.22,-0.08
02_09__23_41_30_99.jpg,1472,1533,-1.13,-0.07
02_09__23_41_31_10.jpg,1472,1533,-1.13,-0.07
02_09__23_41_31_20.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_20.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_33.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_41.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_51.jpg,1477,1527,-0.7,-0.06
02_09__23_41_31_62.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_62.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_72.jpg,1478,1528,-0.61,-0.06
02_09__23_41_31_83.jpg,1478,1527,-0.61,-0.06
02_09__23_41_31_93.jpg,1478,1527,-0.61,-0.06
02_09__23_41_32_03.jpg,1472,1533,-1.13,-0.07
02_09__23_41_32_14.jpg,1471,1533,-1.22,-0.08
02_09__23_41_32_14.jpg,1471,1533,-1.22,-0.08
02_09__23_41_32_24.jpg,1472,1533,-1.13,-0.07
02_09__23_41_32_35.jpg,1471,1534,-1.22,-0.08
02_09__23_41_32_45.jpg,1472,1533,-1.13,-0.07
02_09__23_41_32_56.jpg,1472,1533,-1.13,-0.07
02_09__23_41_32_66.jpg,1471,1533,-1.22,-0.08
02_09__23_41_32_66.jpg,1478,1528,-0.61,-0.06
02_09__23_41_32_77.jpg,1478,1527,-0.61,-0.06
02_09__23_41_32_87.jpg,1478,1526,-0.61,-0.06
02_09__23_41_32_97.jpg,1480,1526,-0.43,-0.05
02_09__23_41_33_08.jpg,1534,1526,4.26,0.1
02_09__23_41_33_18.jpg,1590,1526,9.13,0.26
02_09__23_41_33_18.jpg,1628,1526,12.43,0.37
02_09__23_41_33_28.jpg,1630,1550,12.61,0.38
02_09__23_41_33_39.jpg,1625,1532,12.17,0.36
02_09__23_41_33_49.jpg,1615,1532,11.3,0.34
02_09__23_41_33_60.jpg,1586,1532,8.78,0.25
02_09__23_41_33_70.jpg,1583,1532,8.52,0.24
02_09__23_41_33_70.jpg,1585,1526,8.7,0.25
02_09__23_41_33_80.jpg,1586,1527,8.78,0.25
02_09__23_41_33_91.jpg,1593,1527,9.39,0.27
02_09__23_41_34_02.jpg,1604,1527,10.35,0.3
02_09__23_41_34_12.jpg,1627,1527,12.35,0.37
02_09__23_41_34_22.jpg,1629,1527,12.52,0.38
02_09__23_41_34_22.jpg,1629,1527,12.52,0.38
02_09__23_41_34_33.jpg,1634,1527,12.96,0.39
02_09__23_41_34_43.jpg,1645,1527,13.91,0.42
02_09__23_41_34_54.jpg,1692,1534,18,0.55
02_09__23_41_34_64.jpg,1711,1534,19.65,0.61
02_09__23_41_34_74.jpg,1715,1533,20,0.62
02_09__23_41_34_74.jpg,1720,1533,20.43,0.63
02_09__23_41_34_84.jpg,1756,1533,23.57,0.74
02_09__23_41_34_95.jpg,1784,1533,26,0.82
02_09__23_41_35_05.jpg,1776,1527,25.3,0.79
02_09__23_41_35_16.jpg,1784,1527,26,0.82
02_09__23_41_35_26.jpg,1807,1527,28,0.88
02_09__23_41_35_26.jpg,1776,1527,25.3,0.79
02_09__23_41_35_37.jpg,1716,1527,20.09,0.62
02_09__23_41_35_47.jpg,1683,1527,17.22,0.53
02_09__23_41_35_58.jpg,1669,1527,16,0.49
02_09__23_41_35_68.jpg,1659,1527,15.13,0.46
02_09__23_41_35_78.jpg,1623,1527,12,0.36
02_09__23_41_35_78.jpg,1569,1528,7.3,0.2
02_09__23_41_35_89.jpg,1528,1527,3.74,0.09
02_09__23_41_35_99.jpg,1508,1528,2,0.03
02_09__23_41_36_10.jpg,1490,1528,0.43,-0.02
02_09__23_41_36_10.jpg,1489,1528,0.35,-0.02
02_09__23_41_36_20.jpg,1482,1534,-0.26,-0.04
02_09__23_41_36_30.jpg,1484,1534,-0.09,-0.04
02_09__23_41_36_41.jpg,1489,1534,0.35,-0.02
02_09__23_41_36_51.jpg,1516,1534,2.7,0.05
02_09__23_41_36_62.jpg,1538,1533,4.61,0.12
02_09__23_41_36_62.jpg,1570,1533,7.39,0.21
02_09__23_41_36_72.jpg,1609,1533,10.78,0.32
02_09__23_41_36_82.jpg,1631,1528,12.7,0.38
02_09__23_41_36_93.jpg,1655,1527,14.78,0.45
02_09__23_41_37_03.jpg,1668,1528,15.91,0.49
02_09__23_41_37_14.jpg,1667,1528,15.83,0.48
02_09__23_41_37_14.jpg,1667,1528,15.83,0.48
02_09__23_41_37_24.jpg,1668,1529,15.91,0.49
02_09__23_41_37_34.jpg,1668,1529,15.91,0.49
02_09__23_41_37_45.jpg,1667,1529,15.83,0.48
02_09__23_41_37_55.jpg,1662,1535,15.39,0.47
02_09__23_41_37_66.jpg,1660,1534,15.22,0.46
02_09__23_41_37_66.jpg,1659,1534,15.13,0.46
02_09__23_41_37_76.jpg,1648,1534,14.17,0.43
02_09__23_41_37_86.jpg,1612,1534,11.04,0.33
02_09__23_41_37_97.jpg,1567,1534,7.13,0.2
02_09__23_41_38_08.jpg,1540,1534,4.78,0.12
02_09__23_41_38_18.jpg,1511,1534,2.26,0.04
02_09__23_41_38_18.jpg,1477,1533,-0.7,-0.06
02_09__23_41_38_28.jpg,1472,1534,-1.13,-0.07
02_09__23_41_38_39.jpg,1471,1532,-1.22,-0.08
02_09__23_41_38_49.jpg,1472,1531,-1.13,-0.07
02_09__23_41_38_59.jpg,1478,1531,-0.61,-0.06
02_09__23_41_38_70.jpg,1453,1527,-2.78,-0.13
02_09__23_41_38_80.jpg,1439,1527,-4,-0.17
02_09__23_41_38_91.jpg,1440,1526,-3.91,-0.16
02_09__23_41_39_01.jpg,1435,1526,-4.35,-0.18
02_09__23_41_39_12.jpg,1398,1525,-7.57,-0.28
02_09__23_41_39_12.jpg,1390,1524,-8.26,-0.31
02_09__23_41_39_22.jpg,1388,1524,-8.43,-0.31
02_09__23_41_39_32.jpg,1386,1525,-8.61,-0.32
02_09__23_41_39_43.jpg,1399,1524,-7.48,-0.28
02_09__23_41_39_53.jpg,1385,1530,-8.7,-0.32
02_09__23_41_39_63.jpg,1347,1530,-12,-0.43
02_09__23_41_39_63.jpg,1330,1530,-13.48,-0.48
02_09__23_41_39_74.jpg,1389,1530,-8.35,-0.31
02_09__23_41_39_84.jpg,1469,1530,-1.39,-0.08
02_09__23_41_39_95.jpg,1472,1529,-1.13,-0.07
02_09__23_41_40_05.jpg,1472,1529,-1.13,-0.07
02_09__23_41_40_05.jpg,1478,1522,-0.61,-0.06
02_09__23_41_40_16.jpg,1478,1521,-0.61,-0.06
02_09__23_41_40_26.jpg,1478,1521,-0.61,-0.06
02_09__23_41_40_37.jpg,1478,1515,-0.61,-0.06
02_09__23_41_40_47.jpg,1478,1469,-0.61,-0.06
02_09__23_41_40_58.jpg,1478,1467,-0.61,-0.06
02_09__23_41_40_58.jpg,1478,1466,-0.61,-0.06
02_09__23_41_40_68.jpg,1478,1465,-0.61,-0.06
02_09__23_41_40_78.jpg,1478,1462,-0.61,-0.06
02_09__23_41_40_89.jpg,1478,1462,-0.61,-0.06
02_09__23_41_40_99.jpg,1472,1468,-1.13,-0.07
02_09__23_41_41_09.jpg,1472,1468,-1.13,-0.07
02_09__23_41_41_09.jpg,1472,1468,-1.13,-0.07
02_09__23_41_41_20.jpg,1471,1467,-1.22,-0.08
02_09__23_41_41_30.jpg,1471,1467,-1.22,-0.08
02_09__23_41_41_40.jpg,1472,1467,-1.13,-0.07
02_09__23_41_41_51.jpg,1472,1467,-1.13,-0.07
02_09__23_41_41_51.jpg,1478,1467,-0.61,-0.06
02_09__23_41_41_61.jpg,1478,1467,-0.61,-0.06
02_09__23_41_41_72.jpg,1478,1461,-0.61,-0.06
02_09__23_41_41_82.jpg,1478,1461,-0.61,-0.06
02_09__23_41_41_93.jpg,1478,1461,-0.61,-0.06
02_09__23_41_42_03.jpg,1478,1461,-0.61,-0.06
02_09__23_41_42_03.jpg,1478,1461,-0.61,-0.06
02_09__23_41_42_13.jpg,1477,1461,-0.7,-0.06
02_09__23_41_42_24.jpg,1477,1461,-0.7,-0.06
02_09__23_41_42_34.jpg,1477,1461,-0.7,-0.06
02_09__23_41_42_45.jpg,1472,1467,-1.13,-0.07
02_09__23_41_42_55.jpg,1471,1467,-1.22,-0.08
02_09__23_41_42_55.jpg,1472,1467,-1.13,-0.07
02_09__23_41_42_66.jpg,1472,1467,-1.13,-0.07
02_09__23_41_42_76.jpg,1472,1467,-1.13,-0.07
02_09__23_41_42_87.jpg,1472,1467,-1.13,-0.07
02_09__23_41_42_97.jpg,1471,1467,-1.22,-0.08
02_09__23_41_43_07.jpg,1472,1467,-1.13,-0.07
02_09__23_41_43_07.jpg,1471,1467,-1.22,-0.08
02_09__23_41_43_18.jpg,1478,1467,-0.61,-0.06
02_09__23_41_43_28.jpg,1478,1461,-0.61,-0.06
02_09__23_41_43_39.jpg,1478,1461,-0.61,-0.06
02_09__23_41_43_49.jpg,1478,1461,-0.61,-0.06
02_09__23_44_37_71.jpg,1478,1461,-0.61,-0.06
02_09__23_44_37_71.jpg,1478,1461,-0.61,-0.06
02_09__23_44_37_89.jpg,1478,1461,-0.61,-0.06
02_09__23_44_37_99.jpg,1478,1462,-0.61,-0.06
02_09__23_44_38_10.jpg,1478,1462,-0.61,-0.06
02_09__23_44_38_20.jpg,1477,1462,-0.7,-0.06
02_09__23_44_38_20.jpg,1471,1468,-1.22,-0.08
02_09__23_44_38_31.jpg,1472,1468,-1.13,-0.07
02_09__23_44_38_41.jpg,1471,1468,-1.22,-0.08
02_09__23_44_38_52.jpg,1471,1467,-1.22,-0.08
02_09__23_44_38_62.jpg,1472,1467,-1.13,-0.07
02_09__23_44_38_72.jpg,1472,1468,-1.13,-0.07
02_09__23_44_38_72.jpg,1472,1467,-1.13,-0.07
02_09__23_44_38_82.jpg,1471,1467,-1.22,-0.08
02_09__23_44_38_93.jpg,1472,1467,-1.13,-0.07
02_09__23_44_39_03.jpg,1478,1468,-0.61,-0.06
02_09__23_44_39_14.jpg,1478,1462,-0.61,-0.06
02_09__23_44_39_24.jpg,1478,1461,-0.61,-0.06
02_09__23_44_39_24.jpg,1478,1461,-0.61,-0.06
02_09__23_44_39_35.jpg,1477,1462,-0.7,-0.06
02_09__23_44_39_45.jpg,1478,1462,-0.61,-0.06
02_09__23_44_39_55.jpg,1478,1462,-0.61,-0.06
02_09__23_44_39_66.jpg,1478,1462,-0.61,-0.06
02_09__23_44_39_76.jpg,1478,1462,-0.61,-0.06
02_09__23_44_39_76.jpg,1478,1463,-0.61,-0.06
02_09__23_44_39_87.jpg,1472,1468,-1.13,-0.07
02_09__23_44_39_97.jpg,1472,1470,-1.13,-0.07
02_09__23_44_40_07.jpg,1471,1473,-1.22,-0.08
02_09__23_44_40_18.jpg,1472,1473,-1.13,-0.07
02_09__23_44_40_29.jpg,1471,1471,-1.22,-0.08
02_09__23_44_40_29.jpg,1471,1468,-1.22,-0.08
02_09__23_44_40_39.jpg,1471,1468,-1.22,-0.08
02_09__23_44_40_49.jpg,1472,1471,-1.13,-0.07
02_09__23_44_40_60.jpg,1478,1470,-0.61,-0.06
02_09__23_44_40_70.jpg,1477,1477,-0.7,-0.06
02_09__23_44_40_70.jpg,1478,1487,-0.61,-0.06
02_09__23_44_40_81.jpg,1478,1490,-0.61,-0.06
02_09__23_44_40_91.jpg,1478,1490,-0.61,-0.06
02_09__23_44_41_01.jpg,1477,1502,-0.7,-0.06
02_09__23_44_41_12.jpg,1477,1507,-0.7,-0.06
02_09__23_44_41_22.jpg,1477,1506,-0.7,-0.06
02_09__23_44_41_22.jpg,1478,1506,-0.61,-0.06
02_09__23_44_41_33.jpg,1472,1519,-1.13,-0.07
02_09__23_44_41_43.jpg,1472,1526,-1.13,-0.07
02_09__23_44_41_53.jpg,1472,1527,-1.13,-0.07
02_09__23_44_41_64.jpg,1472,1534,-1.13,-0.07
02_09__23_44_41_64.jpg,1471,1555,-1.22,-0.08
02_09__23_44_41_74.jpg,1472,1553,-1.13,-0.07
02_09__23_44_41_85.jpg,1471,1552,-1.22,-0.08
02_09__23_44_41_95.jpg,1472,1552,-1.13,-0.07
02_09__23_44_42_05.jpg,1471,1550,-1.22,-0.08
02_09__23_44_42_16.jpg,1478,1539,-0.61,-0.06
02_09__23_44_42_16.jpg,1478,1528,-0.61,-0.06
02_09__23_44_42_26.jpg,1507,1529,1.91,0.03
02_09__23_44_42_37.jpg,1532,1528,4.09,0.1
02_09__23_44_42_47.jpg,1497,1528,1.04,0
02_09__23_44_42_57.jpg,1478,1529,-0.61,-0.06
02_09__23_44_42_68.jpg,1478,1531,-0.61,-0.06
02_09__23_44_42_68.jpg,1478,1531,-0.61,-0.06
02_09__23_44_42_78.jpg,1478,1532,-0.61,-0.06
02_09__23_44_42_89.jpg,1478,1557,-0.61,-0.06
02_09__23_44_42_99.jpg,1471,1539,-1.22,-0.08
02_09__23_44_43_10.jpg,1471,1540,-1.22,-0.08
02_09__23_44_43_20.jpg,1472,1540,-1.13,-0.07
02_09__23_44_43_20.jpg,1478,1533,-0.61,-0.06
02_09__23_44_43_30.jpg,1478,1533,-0.61,-0.06
02_09__23_44_43_41.jpg,1479,1533,-0.52,-0.05
02_09__23_44_43_51.jpg,1478,1533,-0.61,-0.06
02_09__23_44_43_62.jpg,1478,1534,-0.61,-0.06
02_09__23_44_43_72.jpg,1478,1534,-0.61,-0.06
02_09__23_44_43_72.jpg,1478,1534,-0.61,-0.06
02_09__23_44_43_83.jpg,1480,1534,-0.43,-0.05
02_09__23_44_43_93.jpg,1529,1534,3.83,0.09
02_09__23_44_44_03.jpg,1574,1540,7.74,0.22
02_09__23_44_44_14.jpg,1603,1540,10.26,0.3
02_09__23_44_44_24.jpg,1628,1540,12.43,0.37
02_09__23_44_44_24.jpg,1633,1540,12.87,0.39
02_09__23_44_44_35.jpg,1642,1540,13.65,0.41
02_09__23_44_44_45.jpg,1678,1540,16.78,0.51
02_09__23_44_44_55.jpg,1713,1534,19.83,0.61
02_09__23_44_44_66.jpg,1715,1534,20,0.62
02_09__23_44_44_76.jpg,1712,1534,19.74,0.61
02_09__23_44_44_76.jpg,1700,1535,18.7,0.58
02_09__23_44_44_87.jpg,1693,1535,18.09,0.56
02_09__23_44_44_97.jpg,1667,1535,15.83,0.48
02_09__23_44_45_08.jpg,1635,1537,13.04,0.39
02_09__23_44_45_18.jpg,1613,1539,11.13,0.33
02_09__23_44_45_28.jpg,1609,1540,10.78,0.32
02_09__23_44_45_28.jpg,1616,1540,11.39,0.34
02_09__23_44_45_38.jpg,1629,1539,12.52,0.38
02_09__23_44_45_49.jpg,1658,1545,15.04,0.46
02_09__23_44_45_60.jpg,1725,1542,20.87,0.65
02_09__23_44_45_60.jpg,1733,1542,21.57,0.67
02_09__23_44_45_70.jpg,1740,1540,22.17,0.69
02_09__23_44_45_80.jpg,1743,1538,22.43,0.7
02_09__23_44_45_91.jpg,1739,1538,22.09,0.69
02_09__23_44_46_01.jpg,1725,1532,20.87,0.65
02_09__23_44_46_12.jpg,1716,1531,20.09,0.62
02_09__23_44_46_12.jpg,1666,1531,15.74,0.48
02_09__23_44_46_22.jpg,1615,1532,11.3,0.34
02_09__23_44_46_32.jpg,1582,1532,8.43,0.24
02_09__23_44_46_43.jpg,1571,1531,7.48,0.21
02_09__23_44_46_53.jpg,1571,1529,7.48,0.21
02_09__23_44_46_63.jpg,1587,1528,8.87,0.26
02_09__23_44_46_63.jpg,1597,1528,9.74,0.28
02_09__23_44_46_74.jpg,1606,1522,10.52,0.31
02_09__23_44_46_84.jpg,1637,1523,13.22,0.4
02_09__23_44_46_95.jpg,1638,1530,13.3,0.4
02_09__23_44_47_06.jpg,1638,1534,13.3,0.4
02_09__23_44_47_16.jpg,1629,1534,12.52,0.38
02_09__23_44_47_16.jpg,1626,1534,12.26,0.37
02_09__23_44_47_26.jpg,1632,1534,12.78,0.38
02_09__23_44_47_37.jpg,1643,1534,13.74,0.42
02_09__23_44_47_47.jpg,1652,1536,14.52,0.44
02_09__23_44_47_58.jpg,1658,1535,15.04,0.46
02_09__23_44_47_68.jpg,1669,1529,16,0.49
02_09__23_44_47_68.jpg,1692,1529,18,0.55
02_09__23_44_47_78.jpg,1703,1528,18.96,0.59
02_09__23_44_47_89.jpg,1714,1528,19.91,0.62
02_09__23_44_47_99.jpg,1723,1528,20.7,0.64
02_09__23_44_48_10.jpg,1712,1528,19.74,0.61
02_09__23_44_48_10.jpg,1712,1528,19.74,0.61
02_09__23_44_48_20.jpg,1713,1529,19.83,0.61
02_09__23_44_48_30.jpg,1713,1551,19.83,0.61
02_09__23_44_48_41.jpg,1699,1534,18.61,0.57
02_09__23_44_48_51.jpg,1682,1533,17.13,0.53
02_09__23_44_48_62.jpg,1625,1532,12.17,0.36
02_09__23_44_48_72.jpg,1566,1533,7.04,0.2
02_09__23_44_48_72.jpg,1534,1532,4.26,0.1
02_09__23_44_48_82.jpg,1527,1532,3.65,0.08
02_09__23_44_48_93.jpg,1528,1532,3.74,0.09
02_09__23_44_49_03.jpg,1551,1526,5.74,0.15
02_09__23_44_49_14.jpg,1599,1526,9.91,0.29
02_09__23_44_49_14.jpg,1632,1526,12.78,0.38
02_09__23_44_49_24.jpg,1640,1526,13.48,0.41
02_09__23_44_49_34.jpg,1651,1526,14.43,0.44
02_09__23_44_49_45.jpg,1663,1526,15.48,0.47
02_09__23_44_49_55.jpg,1663,1526,15.48,0.47
02_09__23_44_49_66.jpg,1652,1526,14.52,0.44
02_09__23_44_49_76.jpg,1636,1549,13.13,0.4
02_09__23_44_49_76.jpg,1627,1533,12.35,0.37
02_09__23_44_49_86.jpg,1619,1534,11.65,0.35
02_09__23_44_49_97.jpg,1579,1534,8.17,0.23
02_09__23_44_50_07.jpg,1473,1532,-1.04,-0.07
02_09__23_44_50_20.jpg,1471,1531,-1.22,-0.08
02_09__23_44_50_20.jpg,1472,1531,-1.13,-0.07
02_09__23_44_50_28.jpg,1471,1531,-1.22,-0.08
02_09__23_44_50_28.jpg,1472,1531,-1.13,-0.07
02_09__23_44_50_39.jpg,1477,1525,-0.7,-0.06
02_09__23_44_50_49.jpg,1478,1525,-0.61,-0.06
02_09__23_44_50_59.jpg,1478,1525,-0.61,-0.06
02_09__23_44_50_70.jpg,1478,1526,-0.61,-0.06
02_09__23_44_50_70.jpg,1478,1528,-0.61,-0.06
02_09__23_44_50_80.jpg,1476,1528,-0.78,-0.06
02_09__23_44_50_90.jpg,1447,1528,-3.3,-0.14
02_09__23_44_51_01.jpg,1405,1528,-6.96,-0.26
